path,start_line,end_line,kind,declared_purpose,actual_behavior,origin_alignment,utility,status,recommended_action,evidence
beagle-ios/BeagleApp/ContentView.swift,485,524,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/ContentView.swift,525,553,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/ContentView.swift,554,554,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/ContentView.swift,555,561,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/ContentView.swift,562,573,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/ContentView.swift,574,576,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/ContentView.swift,577,594,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/ContentView.swift,595,595,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/ContentView.swift,596,597,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/ContentView.swift,598,630,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/ContentView.swift,631,646,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/QuickNoteView.swift,1,2,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/QuickNoteView.swift,3,7,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/QuickNoteView.swift,8,42,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/VoiceCaptureView.swift,1,4,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/VoiceCaptureView.swift,5,10,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/VoiceCaptureView.swift,11,76,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/VoiceCaptureView.swift,77,83,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/VoiceCaptureView.swift,84,84,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/VoiceCaptureView.swift,85,85,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/VoiceCaptureView.swift,86,89,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/VoiceCaptureView.swift,90,90,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/VoiceCaptureView.swift,91,91,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/VoiceCaptureView.swift,92,104,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/VoiceCaptureView.swift,105,105,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/VoiceCaptureView.swift,106,107,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,drift-term
beagle-ios/BeagleApp/VoiceCaptureView.swift,108,109,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/VoiceCaptureView.swift,110,112,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/VoiceCaptureView.swift,113,114,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/VoiceCaptureView.swift,115,128,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
beagle-ios/BeagleApp/VoiceCaptureView.swift,129,129,scope-drift,Apple cockpit/client surface.,Expands surface away from original Darwin scientific exocortex unless explicitly wired to core workflow.,low,freeze/quarantine,drift,Freeze; prove utility before further work.,path classification: scope-drift
